"url","id","title","price","currency","description","images","bedrooms","bathrooms","property_type","building_size","land_size","rooms","address","country_code","state","city","realtor_details","price_history","listing_status"
"https://www.realtor.com/international/ar/av-belgrano-al-1600-monserrat-capital-federal-buenos-aires-120085814643/?lang=en","120085814643","Av. Belgrano al 1600, Monserrat - Capital Federal, Ciudad de Buenos Aires",1800000,"USD","Excelente lote ubicado en el barrio de Montserrat, cercano al centro, San Telmo, Puerto Madero, con variadas opciones de medios de transporte. Triple Frente para un mayor y mejor tipo de emprendimiento. SUP. LOTE: 638 m2 FRENTE: 22, 64 MTS LATERAL: 33, 37 MTS DISTRITO: CA ALT. MAX.: 38 MTS PERFIL EDIFICABLE: 2B + 11P + 2R LFI: LIB: USOS: SUP. CONSTRUIDA EXISTENTE: SUP. EDIFICABLE APROX.: 7.835 m2 aprox. SUP. VENDIBLE APROX. S/COTA 0: 5.860 m2 aprox. PLUSVALIA ESTIMADA EN UVAS: 417.151 OBSERVACIONES: SE VENDE EL INMUEBLE CON LA SOCIEDAD QUE LO TIENE COMO UNICO BIEN. Oferta provista por el sistema SOM a Top Inmobiliario - Cdigo LJR 125159696",[],0,0,"Land",,"638.00 Square meters",[null],"Av. Belgrano al 1600","ar","Buenos-Aires","Monserrat-Capital-Federal","{""agency"":""L. ***RAM***BRO*********BIL************"",""agency_url"":null,""name"":""Sr. L**s ** R***s * *"",""phone_number"":""+54*** 41***100***""}",,
"https://www.realtor.com/realestateandhomes-detail/23747-Blackhaw-Blossom-Ln_Katy_TX_77493_M91550-07577","9155007577","23747 Blackhaw Blossom Ln, Katy, TX 77493",500000,"USD","Step inside this beautifully constructed 4 Bed 2.5 bath home nestled in the highly desirable Elyson community of Katy, Tx. You will be greeted by an open concept where natural light fills the expansive living spaces. The spacious island kitchen, boasts quartz countertops, plenty of cabinetry, and opens seamlessly to the family room. Located just minutes from Grand Parkway, top dining and shopping. and in close proximity to community amenities like parks, trails, pools, and social spaces. This home delivers the perfect blend of comfort, convenience and lifestyle","[""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m794216766s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m1231683953s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m2061207714s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m3203887935s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m1460114475s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m356546031s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m1595700706s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m3763275703s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m4167392137s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m1440890587s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m2772129293s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m2315866204s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m1715843108s-w960_h720.jpg"",""https://ap.rdcpix.com/09257bba542853e51db8582a92d835f3l-m1421504382s-w960_h720.jpg""]",4,2.5,"single_family","2436 sqft","5197 sqft","[""Total Rooms: 13"",""UtilityRoom Level: First"",""Family Room Dimensions: 15' x 14'"",""Game/Recreation Room Dimensions: 13' x 15'"",""Media Room Dimensions: 13' x 11'"",""Family Room Level: First"",""Game/Recreation Room Level: Second"",""Media Room Level: Second"",""Bedrooms: 4"",""Primary Bedroom Dimensions: 13' x 15'"",""Bedroom 1 Dimensions: 11' x 11'"",""Bedroom 2 Dimensions: 11' x 11'"",""Bedroom 3 Dimensions: 12' x 11'"",""Primary Bedroom Level: First"",""Bedroom 1 Level: Second"",""Bedroom 2 Level: Second"",""Bedroom 3 Level: Second"",""Total Bathrooms: 3"",""Full Bathrooms: 2"",""1/2 Bathrooms: 1"",""Primary Bathroom Level: First"",""Bathroom 1 Level: First"",""Bathroom 2 Level: Second""]","23747 Blackhaw Blossom Ln, Katy, TX 77493","USA","Texas","Katy","{""agency"":""Nan***Com***y P*********"",""agency_url"":null,""name"":""Tempestt N*****d"",""phone_number"":""713***645***""}",,"House for sale"
"https://www.realtor.com/realestateandhomes-detail/8575-Fenton-St_Arvada_CO_80003_M17032-32033?lang=en","1703232033","8575 Fenton St, Arvada, CO 80003",,"USD",,,5,4,"single_family","1470 sqft","9297 sqft","[""Total full bath(s): 4"",""Total bedroom(s): 5""]","8575 Fenton St, Arvada, CO 80003","USA","Colorado","Arvada","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/3518-Level-Rd_Churchville_MD_21028_M56352-20527?lang=en","5635220527","3518 Level Rd, Churchville, MD 21028",,"USD",,,,2.5,"single_family","2514 sqft","112385 sqft","[""Total bath(s): 3"",""Total full bath(s): 2"",""Total half bath(s): 1""]","3518 Level Rd, Churchville, MD 21028","USA","Maryland","Churchville","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/1637-Centerville-Parke-Ln_Manakin-Sabot_VA_23103_M64080-18438?lang=en","6408018438","1637 Centerville Parke Ln, Manakin Sabot, VA 23103",,"USD",,,3,3.5,"single_family","2388 sqft","11500 sqft","[""Total bath(s): 4"",""Total full bath(s): 3"",""Total half bath(s): 1"",""Total bedroom(s): 3"",""Total rooms: 8""]","1637 Centerville Parke Ln, Manakin Sabot, VA 23103","USA","Virginia","Manakin Sabot","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/221-Bowie-Creek-Dr_Dayton_TX_77535_M99612-90790?lang=en","9961290790","221 Bowie Creek Dr, Dayton, TX 77535",299000,"USD","Aspire at River Ranch Trails is a master-planned community featuring Looks, a stylish collection of interiors professionally curated by our design team. This charming one-story Goldenrod II with Farmhouse Look home features 4 bedrooms, 2 baths and 2 car attached garage. Charming kitchen with Brellin Greyhound cabinets, decorative floating shelves, Arctic White quartz countertops, and island. Spacious dining area & great room. Private primary suite with generous walk-in closet. Refreshing primary bath with dual sinks & matte black hardware. Inviting covered patio for outdoor enjoyment. Located in Dayton off HWY 146 with easy access to I-10 and HWY 99. Close to shopping and dining in Dayton and Mont Belvieu. Resort-style living with Angel Lagoon: Crystal-clear waters, beaches, and more coming soon! Offered by: K. Hovnanian of Houston II, L.L.C.","[""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m1588168173s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2630204235s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3245122965s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3354766820s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m278262243s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m755757447s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m1127368366s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m1653002216s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m1089363889s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m479834576s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3732004868s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m620862229s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2658593289s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m4262440304s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2012227850s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m495011024s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3369549729s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m652121264s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2880778629s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3281737143s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2194637713s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2235192022s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2946313092s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m309406230s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m629615653s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3610312410s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3628518276s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m1561026707s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3467458485s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m3699748748s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m207443866s-w960_h720.jpg"",""https://ap.rdcpix.com/088da32195c9a2402668904eaddde4fel-m2964690592s-w960_h720.jpg""]",4,2,"single_family","1827 sqft",,"[""Bedrooms: 4"",""Total Rooms: 10"",""Total Bathrooms: 2"",""Full Bathrooms: 2""]","221 Bowie Creek Dr, Dayton, TX 77535","USA","Texas","Dayton","{""agency"":""K. ***nan*** of*********II,******"",""agency_url"":""htt***//h***//w*********om/*********************utm************************************************************************************************"",""name"":""Teri W****r"",""phone_number"":""713***720***""}",,"Sold"
"https://www.realtor.com/realestateandhomes-detail/502-Washington-Ave_Waterford-Works_NJ_08089_M64539-32892?lang=en","6453932892","502 Washington Ave, Waterford Works, NJ 08089",249000,"USD","This charming rancher sits back off the road with plenty of yard. 100 X 150. Plenty of interior space, 1,056 sq. ft. With 3 bedrooms, 1 bath and a full basement awaiting your finishing ideas. Home is located in the quiet area of Chesilhurst, Waterford Works. The Well has a newer filtration system installed too! This is a must see!","[""https://ap.rdcpix.com/449892ffdd6268151b871593b967e05fl-m1898586798s-w960_h720.jpg""]",3,1,"single_family","1056 sqft","14810 sqft","[""Bedrooms: 3"",""Total Bathrooms: 1"",""Full Bathrooms: 1""]","502 Washington Ave, Waterford Works, NJ 08089","USA","New Jersey","Waterford Works","{""agency"":""Wei***rt ***lto***"",""agency_url"":null,""name"":""Iona G****n"",""phone_number"":""856***195***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/242-Blue-Sky-Rd_Mountain-View_AR_72560_M70842-16478","7084216478","242 Blue Sky Rd, Mountain View, AR 72560",64000,"USD","View detailed information about property 242 Blue Sky Rd, Mountain View, AR 72560 including listing details, property photos, school and neighborhood data, and much more.","[""https://ap.rdcpix.com/1675303783/9990775637d36f878ed1b88802c2dc46l-m0s-w960_h720.jpg""]",1,1,"single_family","700 sqft","21780 sqft","[""Bedrooms: 1"",""Bedrooms: All Bedrooms Down"",""Full Bathrooms: 1"",""Basement: None"",""Other Rooms: None""]","242 Blue Sky Rd, Mountain View, AR 72560","USA","Arkansas","Mountain View","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/63-Wingam-Dr_Islip_NY_11751_M38713-44783","3871344783","63 Wingam Dr, Islip, NY 11751",315000,"USD","View detailed information about property 63 Wingam Dr, Islip, NY 11751 including listing details, property photos, school and neighborhood data, and much more.",,,,"single_family","3877 sqft","34412 sqft",[],"63 Wingam Dr, Islip, NY 11751","USA","New York","Islip","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/10843-Claybed-Rd_Fillmore_NY_14735_M33392-61412","3339261412","10843 Claybed Rd, Fillmore, NY 14735",72000,"USD","Well maintained Victorian-style home in Hume! Updated eat-in kitchen with an abundance of cabinet space has a pass through window to the dining room to easily serve guests. Living area can be used as one large space or separated with built-in sliding pocket doors. Upstairs offers a bedroom with attached sun room, full bathroom with additional laundry hook-up, and two more bedrooms.","[""https://ap.rdcpix.com/559042412/97189344b91260e1057ee7536d49ba4cl-m0s-w960_h720.jpg"",""https://ap.rdcpix.com/2120273685/97189344b91260e1057ee7536d49ba4cl-m1s-w960_h720.jpg"",""https://ap.rdcpix.com/4131279308/97189344b91260e1057ee7536d49ba4cl-m2s-w960_h720.jpg"",""https://ap.rdcpix.com/947579835/97189344b91260e1057ee7536d49ba4cl-m3s-w960_h720.jpg"",""https://ap.rdcpix.com/937136241/97189344b91260e1057ee7536d49ba4cl-m4s-w960_h720.jpg"",""https://ap.rdcpix.com/4249800700/97189344b91260e1057ee7536d49ba4cl-m5s-w960_h720.jpg"",""https://ap.rdcpix.com/3362634658/97189344b91260e1057ee7536d49ba4cl-m6s-w960_h720.jpg"",""https://ap.rdcpix.com/1636838068/97189344b91260e1057ee7536d49ba4cl-m7s-w960_h720.jpg"",""https://ap.rdcpix.com/789278548/97189344b91260e1057ee7536d49ba4cl-m8s-w960_h720.jpg"",""https://ap.rdcpix.com/3098144641/97189344b91260e1057ee7536d49ba4cl-m9s-w960_h720.jpg"",""https://ap.rdcpix.com/3694691976/97189344b91260e1057ee7536d49ba4cl-m10s-w960_h720.jpg"",""https://ap.rdcpix.com/1783495441/97189344b91260e1057ee7536d49ba4cl-m11s-w960_h720.jpg""]",3,2,"single_family","1832 sqft","17424 sqft","[""Bedrooms: 3"",""Total Rooms: 8"",""Basement Description: Crawl Space, Partial"",""Total Bathrooms: 2.00"",""Full Bathrooms: 2"",""Full Bathrooms On Level 1: 1"",""Full Bathrooms On Level 2: 1""]","10843 Claybed Rd, Fillmore, NY 14735","USA","New York","Fillmore","{""agency"":""How*** Ha*** Ar******"",""agency_url"":""htt***//c***sea*********ard************"",""name"":""Chelsea G***l"",""phone_number"":""585***523***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/24242-Drayton-Landing-Dr_Worton_MD_21678_M59543-80549","5954380549","24242 Drayton Landing Dr, Worton, MD 21678",750000,"USD","Elegant custom home with expansive water views, 5 bedrooms, 4.5 bathrooms and 2 wood burning fireplaces. No attention to detail overlooked, 4000+ square foot beauty with a gourmet eat in kitchen that includes a cork floor and ceaserstone countertops. Other features include an attached two car garage and greenhouse with beautiful blue slate floors. It's a handyman's dream with a full workshop and 2 outdoor sheds.","[""https://ap.rdcpix.com/997377445/2737686d9804ccb91d164619b1e1cc68l-m0s-w960_h720.jpg""]",5,4.5,"single_family","4094 sqft","120226 sqft","[""Bedrooms: 5"",""Total Bathrooms: 5"",""Full Bathrooms: 4"",""1/2 Bathrooms: 1""]","24242 Drayton Landing Dr, Worton, MD 21678","USA","Maryland","Worton","{""agency"":""Dou***shl***Rea*********C"",""agency_url"":null,""name"":null,""phone_number"":""410***001***""}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/2448-Rose-Ave_Hemet_CA_92545_M12406-27725","1240627725","2448 Rose Ave, Hemet, CA 92545",84000,"USD","See sales history and home details for 2448 Rose Ave, Hemet, CA 92545, a 3 bed, 3 bath, 1,414 Sq. Ft. single family home built in 1985 that was last sold on 01/24/1985.",,3,3,"single_family","1414 sqft","6098 sqft","[""Total bath(s): 2"",""Total full bath(s): 2"",""Total three-quarter bath(s): 1"",""Total bedroom(s): 3""]","2448 Rose Ave, Hemet, CA 92545","USA","California","Hemet","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/174-Gulley-Glen-Dr_Garner_NC_27529_M54537-00075","5453700075","174 Gulley Glen Dr, Garner, NC 27529",320000,"USD","View detailed information about property 174 Gulley Glen Dr, Garner, NC 27529 including listing details, property photos, school and neighborhood data, and much more.","[""https://ap.rdcpix.com/1109248752/24fed5fdce089e1c66c236cad2b5f6bfl-m0s-w960_h720.jpg""]",,3.5,"townhomes","1919 sqft","2178 sqft","[""Total bath(s): 4"",""Total full bath(s): 3"",""Total half bath(s): 1""]","174 Gulley Glen Dr, Garner, NC 27529","USA","North Carolina","Garner","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/9153-W-Senita-Bloom-Way_Marana_AZ_85653_M90658-89514","9065889514","9153 W Senita Bloom Way, Marana, AZ 85653",284105,"USD","View detailed information about property 9153 W Senita Bloom Way, Marana, AZ 85653 including listing details, property photos, school and neighborhood data, and much more.",,,,"single_family","1787 sqft","6970 sqft","[""Total rooms: 6""]","9153 W Senita Bloom Way, Marana, AZ 85653","USA","Arizona","Marana","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/975-Meriden-Rd-Apt-71_Waterbury_CT_06705_M40237-05688","4023705688","975 Meriden Rd Apt 71, Waterbury, CT 06705",61000,"USD","View 11 photos for 975 Meriden Rd Apt 71, Waterbury, CT 06705, a 2 bed, 1.5 bath, 1,100 Sq. Ft. condo home built in 1987 that was last sold on 04/01/2016.","[""https://ap.rdcpix.com/991912395/8a63844caedd458cf733a719b98b0a91l-m0s-w960_h720.jpg"",""https://ap.rdcpix.com/1170933343/8a63844caedd458cf733a719b98b0a91l-m1s-w960_h720.jpg"",""https://ap.rdcpix.com/1804864682/8a63844caedd458cf733a719b98b0a91l-m2s-w960_h720.jpg"",""https://ap.rdcpix.com/1581257806/8a63844caedd458cf733a719b98b0a91l-m3s-w960_h720.jpg"",""https://ap.rdcpix.com/1775183361/8a63844caedd458cf733a719b98b0a91l-m4s-w960_h720.jpg"",""https://ap.rdcpix.com/1146450891/8a63844caedd458cf733a719b98b0a91l-m5s-w960_h720.jpg"",""https://ap.rdcpix.com/1393355678/8a63844caedd458cf733a719b98b0a91l-m6s-w960_h720.jpg"",""https://ap.rdcpix.com/941416052/8a63844caedd458cf733a719b98b0a91l-m7s-w960_h720.jpg"",""https://ap.rdcpix.com/1528640592/8a63844caedd458cf733a719b98b0a91l-m8s-w960_h720.jpg"",""https://ap.rdcpix.com/264422759/8a63844caedd458cf733a719b98b0a91l-m9s-w960_h720.jpg"",""https://p.rdcpix.com/v01/l3e1e6445-m10s-w960_h720.jpg""]",2,1.5,"condo","1100 sqft",,"[""Total bath(s): 2"",""Total full bath(s): 1"",""Total half bath(s): 1"",""Total bedroom(s): 2"",""Total rooms: 4""]","975 Meriden Rd Apt 71, Waterbury, CT 06705","USA","Connecticut","Waterbury","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Off Market"
"https://www.realtor.com/realestateandhomes-detail/3015-Kalakaua-Ave-Apt-602_Honolulu_HI_96815_M86587-90412","8658790412","3015 Kalakaua Ave Apt 602, Honolulu, HI 96815",1595000,"USD","Highly desirable sophisticated boutique building on the coveted Gold Coast. This lovely direct oceanfront 2-bedroom, 1 1/2 bath, fee simple condominium is located on a quiet section of Kalakaua Ave. Living area looks out to the crystal blue waters, impeccable sunsets and active surfing spots, sheltered by swaying palm trees. The main bedroom is large, private and overlooks Kapiolani Park. Bosch appliances, full sized washer/dryer, plantation shutters & travertine flooring. Only two units per floor, with secure entry and 1 open parking space. Kitchen can be enlarged with vision & imagination & a recommended contractor can be obtained. Amenities include an oceanfront meeting room on the ground level, Enterphone entry to apartments, storage closet for each unit downstairs & Surfboard storage, at no charge. Pet friendly-25lb max, Site manager on property. Building is 100% Insured. A haven of peace & quiet for a reasonable price. Easy to see on short notice.","[""https://ap.rdcpix.com/8d9db41f92142e190377582bd40299bbl-b2431727301s-w960_h720.jpg""]",2,1.5,"condos","1082 sqft",,"[""Bedrooms: 2"",""Total Bathrooms: 2"",""Full Bathrooms: 1"",""1/2 Bathrooms: 1""]","3015 Kalakaua Ave Apt 602, Honolulu, HI 96815","USA","Hawaii","Honolulu","{""agency"":""Col***ll ***ker*********"",""agency_url"":""htt***//w***col*********erh*********************age************************************************************************************************************"",""name"":""Maggie W****r"",""phone_number"":""808***390***""}",,"Sold"
"https://www.realtor.com/realestateandhomes-detail/12795-N-Market-St_Kingman_IN_47952_M32542-96529","3254296529","12795 N Market St, Kingman, IN 47952",3200,"USD","View detailed information about property 12795 N Market St, Kingman, IN 47952 including listing details, property photos, school and neighborhood data, and much more.",,,1,"single_family","1120 sqft","2962080 sqft","[""Total bath(s): 1"",""Total full bath(s): 1"",""Total rooms: 2""]","12795 N Market St, Kingman, IN 47952","USA","Indiana","Kingman","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Sold"
"https://www.realtor.com/realestateandhomes-detail/21-Dunvegan-Dr_Bella-Vista_AR_72715_M74429-33644","7442933644","21 Dunvegan Dr, Bella Vista, AR 72715",265000,"USD","Discover an incredible opportunity to personalize this home and make it something special. This 2 bedroom, 2 bath, one level home with a designated office, that includes a built-in desk and book shelves, is located in a quiet subdivision in the Highlands, minutes from Scottsdale golf course, Lake Loch Lomond and mountain biking trails. Some notable features include a formal dining room, hardwood floors, eat-in kitchen, covered deck and a workroom/extra storage under the deck. Great layout with strong potential--perfect for investors or buyers looking to customize.","[""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2182601980s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1282286118s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2228965258s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1733107653s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1768230857s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1563706795s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m575667241s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m3865767528s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m446326937s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2756260723s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m3490166882s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1433149040s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1787138732s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m270697889s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2251995160s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m3947160219s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1350966617s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m425547032s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2329506249s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m419077898s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2680868412s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m3844620640s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1482718858s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1947503119s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m3537035226s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m3940083938s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2103735024s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m1257436581s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m750585214s-w960_h720.jpg"",""https://ap.rdcpix.com/3cecbfcb4e4fdfdb12516d2b5477ad72l-m2772459723s-w960_h720.jpg""]",2,2,"single_family","2012 sqft","15246 sqft","[""Bedrooms: 2"",""Total Bathrooms: 2.00"",""Full Bathrooms: 2""]","21 Dunvegan Dr, Bella Vista, AR 72715","USA","Arkansas","Bella Vista","{""agency"":""Kel*** Wi***ams*********ro *********************"",""agency_url"":""htt***//w***lig*********oup*********"",""name"":""Lighthouse G***p ***"",""phone_number"":""479***679***""}",,"Sold"
"https://www.realtor.com/realestateandhomes-detail/696-Pickens-Rd_Lynnville_TN_38472_M81033-20690","8103320690","696 Pickens Rd, Lynnville, TN 38472",,"USD",,,,,"single_family","896 sqft","43560 sqft",[],"696 Pickens Rd, Lynnville, TN 38472","USA","Tennessee","Lynnville","{""agency"":null,""agency_url"":null,""name"":null,""phone_number"":null}",,"Sold"
